# FSPS UV calibration generated by native FSPS v4.0.
# FSPS source: /home/czkong/software/fsps
# Native driver: /home/czkong/GC-BH_Model/FSPS/FSPS_PARSEC_C3KLR; IMF: kroupa; SFH: ssp.
# Spectrum is rest-frame vacuum L_nu per initially formed solar mass; no filter integration is used.
# Wavelength: 1450 Angstrom; native bracket: 1447.734615, 1454.991415 Angstrom.
# Age grid: 99 logarithmically spaced points, min=1.0000000000e-04 Gyr, max=0.7643904854974003 Gyr.
# Metallicity grid: 99 points, uniform in log10(Z/Zsun), range=-2.182984956 to 0.5951662939.
# Metallicity interpolation: linear in L_nu between native [Fe/H] points; native range=-2.182984956 to 0.5951662939.
# M_AB = -2.5*log10(L_nu[Lsun/Hz]) - 32.365766193400795.
age_gyr,log10_age_gyr,feh,z_ratio,M1450_AB_per_Msun
1.0955335095e-04,-3.9603743340e+00,-1.3041820099e+00,4.9638424655e-02,-5.2982452821e-01
1.0955335095e-04,-3.9603743340e+00,-1.2758335278e+00,5.2986651156e-02,-5.3616695637e-01
1.0955335095e-04,-3.9603743340e+00,-1.2474850456e+00,5.6560723274e-02,-5.4247254971e-01
1.0955335095e-04,-3.9603743340e+00,-1.2191365635e+00,6.0375874820e-02,-5.4874173363e-01
1.0955335095e-04,-3.9603743340e+00,-1.1907880813e+00,6.4448367158e-02,-5.5497492617e-01
1.0955335095e-04,-3.9603743340e+00,-1.1624395992e+00,6.8795558519e-02,-5.6273254189e-01
1.0955335095e-04,-3.9603743340e+00,-1.1340911170e+00,7.3435977987e-02,-5.7102284150e-01
1.0955335095e-04,-3.9603743340e+00,-1.1057426349e+00,7.8389404477e-02,-5.7925031868e-01
1.0955335095e-04,-3.9603743340e+00,-1.0773941527e+00,8.3676951035e-02,-5.8741591840e-01
1.0955335095e-04,-3.9603743340e+00,-1.0490456706e+00,8.9321154832e-02,-5.9552056445e-01
1.0955335095e-04,-3.9603743340e+00,-1.0206971884e+00,9.5346073224e-02,-6.0356516009e-01
1.0955335095e-04,-3.9603743340e+00,-9.9234870628e-01,1.0177738629e-01,-6.1155058865e-01
1.0955335095e-04,-3.9603743340e+00,-9.6400022414e-01,1.0864250629e-01,-6.1947771413e-01
1.0955335095e-04,-3.9603743340e+00,-9.3565174199e-01,1.1597069451e-01,-6.2734738171e-01
1.0955335095e-04,-3.9603743340e+00,-9.0730325984e-01,1.2379318596e-01,-6.3516041834e-01
1.0955335095e-04,-3.9603743340e+00,-8.7895477770e-01,1.3214332255e-01,-6.4255149578e-01
1.0955335095e-04,-3.9603743340e+00,-8.5060629555e-01,1.4105669515e-01,-6.4681510375e-01
