# FSPS UV calibration generated by native FSPS v4.0.
# FSPS source: /home/czkong/software/fsps
# Native driver: /home/czkong/GC-BH_Model/FSPS/FSPS_BPASS; IMF: kroupa; SFH: ssp.
# Spectrum is rest-frame vacuum L_nu per initially formed solar mass; no filter integration is used.
# Wavelength: 1450 Angstrom; native bracket: 1449, 1451 Angstrom.
# Age grid: 99 logarithmically spaced points, min=1.0000000000e-04 Gyr, max=0.7643904854974003 Gyr.
# Metallicity grid: 99 points, uniform in log10(Z/Zsun), range=-2.301029986 to 0.3010300054.
# Metallicity interpolation: linear in L_nu between native [Fe/H] points; native range=-2.301029986 to 0.3010300054.
# M_AB = -2.5*log10(L_nu[Lsun/Hz]) - 32.365766193400795.
age_gyr,log10_age_gyr,feh,z_ratio,M1450_AB_per_Msun
1.0955335095e-04,-3.9603743340e+00,3.0103000537e-01,2.0000000447e+00,-4.4990252792e-01
1.2001936705e-04,-3.9207486679e+00,-2.3010299860e+00,5.0000001118e-03,8.3187593244e-02
1.2001936705e-04,-3.9207486679e+00,-2.2744783534e+00,5.3152249161e-03,7.9587625356e-02
1.2001936705e-04,-3.9207486679e+00,-2.2479267208e+00,5.6503230553e-03,7.5999554420e-02
1.2001936705e-04,-3.9207486679e+00,-2.2213750883e+00,6.0065474432e-03,7.2423302062e-02
1.2001936705e-04,-3.9207486679e+00,-2.1948234557e+00,6.3852299832e-03,6.8858790682e-02
1.2001936705e-04,-3.9207486679e+00,-2.1682718231e+00,6.7877865486e-03,6.5305943439e-02
1.2001936705e-04,-3.9207486679e+00,-2.1417201906e+00,7.2157222763e-03,6.1764684244e-02
1.2001936705e-04,-3.9207486679e+00,-2.1151685580e+00,7.6706371946e-03,5.8234937752e-02
1.2001936705e-04,-3.9207486679e+00,-2.0886169254e+00,8.1542322055e-03,5.4716629350e-02
1.2001936705e-04,-3.9207486679e+00,-2.0620652929e+00,8.6683154442e-03,5.1209685146e-02
1.2001936705e-04,-3.9207486679e+00,-2.0355136603e+00,9.2148090399e-03,4.7714031964e-02
1.2001936705e-04,-3.9207486679e+00,-2.0089620277e+00,9.7957563022e-03,4.4229597332e-02
1.2001936705e-04,-3.9207486679e+00,-1.9824103952e+00,1.0413329361e-02,4.0756309472e-02
1.2001936705e-04,-3.9207486679e+00,-1.9558587626e+00,1.1069837288e-02,3.7294097296e-02
1.2001936705e-04,-3.9207486679e+00,-1.9293071301e+00,1.1767734731e-02,3.3842890390e-02
1.2001936705e-04,-3.9207486679e+00,-1.9027554975e+00,1.2509631090e-02,3.0402619011e-02
1.2001936705e-04,-3.9207486679e+00,-1.8762038649e+00,1.3298300275e-02,2.6973214078e-02
1.2001936705e-04,-3.9207486679e+00,-1.8496522324e+00,1.4136691077e-02,2.3554607162e-02
1.2001936705e-04,-3.9207486679e+00,-1.8231005998e+00,1.5027938192e-02,2.0146730476e-02
1.2001936705e-04,-3.9207486679e+00,-1.7965489672e+00,1.5975373946e-02,1.6749516873e-02
1.2001936705e-04,-3.9207486679e+00,-1.7699973347e+00,1.6982540749e-02,1.3362899832e-02
1.2001936705e-04,-3.9207486679e+00,-1.7434457021e+00,1.8053204342e-02,9.9868134526e-03
